goodreads_book_id,tag_id,count,tag_name
952,21689,98,fiction
960,11743,9364,fiction
968,11743,13725,fiction
976,11743,3201,fiction
998,21689,602,fiction
1005,21773,153,nonfiction
1032,5951,222,business
1052,5951,496,business
1067,14552,4413,history
1078,1659,123,fiction
1097,21689,3640,fiction
1103,14487,3432,historical fiction
1110,30358,375,thriller
1171,5951,280,business
1191,8150,335,cookbooks
1192,8150,622,cookbooks
1202,21773,2959,nonfiction
1232,11743,4560,fiction
1241,21689,717,fiction
1274,21689,1038,fiction
1295,14487,463,historical fiction
1301,21689,397,fiction
1303,21689,591,fiction
1305,11743,488,fiction
1307,11305,251,fantasy
1319,27095,366,self help
1362,14552,1900,history
1371,7457,8814,classics
1375,7457,1055,classics
1381,7457,14238,classics
1420,7457,13787,classics
1426,23471,128,philosophy
1427,11743,146,fiction
1428,11743,644,fiction
1430,11743,877,fiction
1431,24526,142,psychology
1519,7457,1077,classics
1524,7457,335,classics
1540,7457,1415,classics
1554,11743,716,fiction
1591,11743,194,fiction
1617,21689,5705,fiction
1618,11743,1099,fiction
1622,7457,9438,classics
1624,21689,501,fiction
1625,7457,4199,classics
1627,11743,663,fiction
1633,21689,124,fiction
1635,5951,463,business
1715,23831,1226,poetry
1823,21689,637,fiction
1824,21689,586,fiction
1842,14552,1703,history
1845,21689,6361,fiction
1846,7077,509,christian
1848,4605,709,biography
1849,11743,223,fiction
1852,7457,5666,classics
1869,21689,312,fiction
1875,21689,423,fiction
1885,7457,35772,classics
1897,21689,319,fiction
1898,21689,1345,fiction
1911,21689,1572,fiction
1934,7457,20533,classics
1953,7457,16170,classics
1990,7457,572,classics
2002,11305,267,fantasy
2049,20939,353,mystery
2050,20939,685,mystery
2052,30358,184,thriller
2054,20939,707,mystery
2067,25647,432,religion
2068,26816,552,science
2094,21689,600,fiction
2095,26816,290,science
2122,11743,3692,fiction
2137,11743,403,fiction
2142,7116,56,fiction
2152,11743,1165,fiction
2156,7457,14048,classics
2159,21689,693,fiction
2165,7457,10485,classics
2175,7457,6900,classics
2183,11743,319,fiction
2187,11743,6142,fiction
2199,14552,3124,history
2203,14552,3109,history
2255,28384,209,spirituality
2265,3611,111,biography
2279,4605,299,biography
2368,4605,633,biography
2371,14552,238,history
2372,21689,343,fiction
2373,20939,927,mystery
2430,11743,53,fiction
2442,11305,3855,fantasy
2493,7457,6362,classics
2517,11743,893,fiction
2526,11743,2546,fiction
2528,11743,332,fiction
2530,11743,186,fiction
2547,23831,1883,poetry
2612,21689,6234,fiction
2615,5951,575,business
2623,7457,15539,classics
2657,7457,31068,classics
2666,11743,1349,fiction
2677,11743,125,fiction
2696,23831,1615,poetry
2715,14552,1854,history
2743,21689,704,fiction
2744,11305,6666,fantasy
2748,11743,178,fiction
2767,14552,4610,history
2784,21689,640,fiction
2794,11743,1685,fiction
2839,33114,2245,young adult
2865,14487,5028,historical fiction
2872,14487,721,historical fiction
2873,14487,762,historical fiction
2879,19052,1201,manga
2880,19052,3914,manga
2915,33114,255,young adult
2932,7457,5907,classics
2956,7457,17401,classics
2978,31155,37,travel
2998,7457,12224,classics
3008,7457,5576,classics
3028,21689,317,fiction
3049,7457,1617,classics
3061,2938,207,art
3087,7457,4067,classics
3102,11743,1082,fiction
3103,7457,672,classics
3109,21689,4525,fiction
3110,21773,731,nonfiction
3273,14487,1811,historical fiction
3291,11743,226,fiction
3300,14487,381,historical fiction
3304,11305,464,fantasy
3368,21689,266,fiction
3378,11743,740,fiction
3379,11743,387,fiction
3381,11743,437,fiction
3384,11743,476,fiction
3388,8055,78,contemporary
3412,14527,159,romance
3431,11743,245,fiction
3446,11743,354,fiction
3447,11743,448,fiction
3462,26138,1282,romance
3463,26138,1212,romance
3464,26138,1001,romance
3465,21689,324,fiction
3466,26138,1437,romance
3467,33114,826,young adult
3473,1659,233,fiction
3476,11743,410,fiction
3478,26138,1727,romance
3483,11743,1153,fiction
3507,20939,1650,mystery
3559,14552,367,history
3562,7457,757,classics
3579,26138,59,romance
3581,7457,481,classics
3586,7457,601,classics
3590,7457,4843,classics
3636,11743,642,fiction
3648,11743,519,fiction
3656,11743,645,fiction
3679,11743,1343,fiction
3682,11305,1401,fantasy
3685,7457,3860,classics
3686,21689,446,fiction
3690,11743,991,fiction
3692,7457,279,classics
3698,11743,1204,fiction
3710,11743,339,fiction
3711,11743,2450,fiction
3717,11743,30,fiction
3750,11743,444,fiction
3757,11743,409,fiction
3758,11743,1118,fiction
3759,11743,429,fiction
3760,11743,422,fiction
3762,11743,350,fiction
3763,11743,519,fiction
3764,11743,477,fiction
3805,11743,2711,fiction
3832,20939,1063,mystery
3836,7457,6219,classics
3858,31155,399,travel
3867,11743,2130,fiction
3869,26816,5922,science
3872,21689,708,fiction
3873,25647,1166,religion
3876,7457,6005,classics
3882,8150,365,cookbooks
3885,8150,186,cookbooks
3888,8150,397,cookbooks
3895,8150,576,cookbooks
3972,26837,556,science fiction
3973,11305,259,fantasy
3974,14821,1274,horror
3977,26837,1230,science fiction
3980,11743,1235,fiction
3985,11743,3721,fiction
4004,11743,318,fiction
4005,11743,338,fiction
4006,11743,227,fiction
4008,23471,147,philosophy
4009,27661,73,fiction
4031,11743,369,fiction
4035,11743,178,fiction
4069,21689,3133,fiction
4076,5951,115,business
4099,7944,234,science
4122,5951,1025,business
4135,21689,361,fiction
4136,21689,844,fiction
4137,21689,3509,fiction
4138,21689,1521,fiction
4143,21689,398,fiction
4214,11305,2012,fantasy
4261,20673,380,music
4264,11743,374,fiction
4268,11743,1140,fiction
4271,11743,1805,fiction
4325,33114,657,young adult
4339,21689,376,fiction
4364,21689,229,fiction
4373,21689,566,fiction
4381,7457,14903,classics
4395,7457,10927,classics
4406,7457,7128,classics
4407,11305,16071,fantasy
4473,11743,3544,fiction
4477,21689,767,fiction
4507,21689,434,fiction
4516,33114,235,young adult
4530,6750,327,chick lit
4538,33114,370,young adult
4588,11743,4419,fiction
4591,26816,1245,science
4599,11743,330,fiction
4600,6960,104,childrens
4625,11743,532,fiction
4630,11743,518,fiction
4631,31155,273,travel
4633,11743,241,fiction
4645,11743,602,fiction
4652,11743,407,fiction
4656,11743,137,fiction
4657,11743,66,fiction
4659,11743,979,fiction
4660,11743,259,fiction
4662,7457,55,classics
4671,7457,32061,classics
4687,11743,535,fiction
4692,14487,691,historical fiction
4701,11743,803,fiction
4708,7457,1697,classics
4796,7457,764,classics
4799,7457,1901,classics
4806,21689,1214,fiction
4813,14552,678,history
4820,14552,1406,history
4830,11743,368,fiction
4835,11305,61,fantasy
4865,21689,2510,fiction
4866,27095,687,self help
4887,24526,296,psychology
4894,21689,1460,fiction
4898,5951,453,business
4900,7457,8128,classics
4909,21689,489,fiction
4912,21689,691,fiction
4921,31155,151,travel
4929,11743,3497,fiction
4934,7457,5424,classics
4948,6953,2280,childrens
4950,11743,252,fiction
4952,19733,251,memoir
4953,11743,1409,fiction
4954,11743,677,fiction
4955,11743,274,fiction
4965,14487,650,historical fiction
4978,14821,993,horror
4979,21689,584,fiction
4980,7457,1232,classics
4981,7457,9243,classics
4982,26837,1549,science fiction
4983,11743,151,fiction
4984,11743,255,fiction
4985,11743,1022,fiction
4986,11743,322,fiction
4987,11743,577,fiction
4989,14487,270,historical fiction
5015,11743,228,fiction
5038,11305,426,fantasy
5043,14487,7569,historical fiction
5052,11743,204,fiction
5053,14487,165,historical fiction
5055,11743,212,fiction
5062,14487,362,historical fiction
5064,14487,3562,historical fiction
5068,11743,42,fiction
5084,19733,238,memoir
5091,11305,3026,fantasy
5093,11305,3043,fantasy
5094,11305,4851,fantasy
5096,11305,3791,fantasy
5107,7457,22118,classics
5113,11743,2574,fiction
5114,11743,757,fiction
5128,23471,479,philosophy
5129,7457,12212,classics
5130,11743,565,fiction
5139,6750,3371,chick lit
5148,7457,3018,classics
5157,11743,549,fiction
5158,11743,262,fiction
5159,11743,496,fiction
5160,21689,165,fiction
5161,11743,215,fiction
5166,11743,404,fiction
5167,14487,513,historical fiction
5168,11743,1470,fiction
5171,20939,166,mystery
5174,11743,761,fiction
5175,11743,246,fiction
5176,11743,456,fiction
5179,11743,186,fiction
5180,11743,384,fiction
5181,11743,271,fiction
5182,11743,232,fiction
5186,11743,500,fiction
5187,11743,533,fiction
5190,11743,462,fiction
5191,11743,1134,fiction
5196,6750,205,chick lit
5197,11743,797,fiction
5198,11743,258,fiction
5203,11743,2673,fiction
5204,11743,943,fiction
5205,11743,633,fiction
5211,11743,1623,fiction
5246,7457,3082,classics
5289,7457,498,classics
5296,7457,1172,classics
5297,7457,18319,classics
5306,21689,1026,fiction
5308,7457,3795,classics
5326,7457,12436,classics
5338,7457,845,classics
5344,7457,2214,classics
5345,21689,195,fiction
5346,11743,832,fiction
5347,11743,564,fiction
5348,11743,320,fiction
5349,11743,1303,fiction
5350,11743,954,fiction
5351,11743,930,fiction
5352,11743,809,fiction
5354,11743,950,fiction
5355,11743,1131,fiction
5356,11743,875,fiction
5357,11743,954,fiction
5358,11743,2741,fiction
5359,11743,1844,fiction
5360,11743,441,fiction
5364,14487,4630,historical fiction
5367,11305,1385,fantasy
5368,14487,645,historical fiction
5369,30358,265,thriller
5413,14821,680,horror
5417,14821,81,horror
5439,11743,2523,fiction
5452,33114,1792,young adult
5453,11743,429,fiction
5454,33114,2145,young adult
5470,11743,15044,fiction
5472,7457,834,classics
5479,7457,776,classics
5481,7457,203,classics
5508,14552,100,history
5509,19733,89,memoir
5517,7457,1101,classics
5526,26138,2802,romance
5527,11743,1079,fiction
5544,26816,2033,science
5548,26816,622,science
5552,26816,727,science
5553,21689,382,fiction
5559,4605,118,biography
5571,26816,69,science
5575,20939,260,mystery
5659,7457,3671,classics
5693,11743,426,fiction
5695,23471,102,philosophy
5697,11743,127,fiction
5720,11743,820,fiction
5752,26816,690,science
5755,21689,899,fiction
5759,11743,5131,fiction
5787,11743,377,fiction
5797,7457,4154,classics
5805,13561,4900,graphic novels
5809,11743,647,fiction
5826,11743,3159,fiction
5845,11743,450,fiction
5849,11743,361,fiction
5872,14487,630,historical fiction
5890,7457,4322,classics
5907,11305,41786,fantasy
5932,7457,231,classics
5936,23831,926,poetry
5942,11743,492,fiction
5946,11743,394,fiction
5954,11743,722,fiction
6138,7457,2443,classics
6149,11743,3921,fiction
6150,11743,1278,fiction
6159,11743,386,fiction
6174,21689,22,fiction
6185,7457,23760,classics
6192,11743,1667,fiction
6193,11743,377,fiction
6194,11743,626,fiction
6259,14487,935,historical fiction
6288,26837,2097,science fiction
6294,11305,2112,fantasy
6295,23831,3732,poetry
6310,11743,2623,fiction
6319,6953,2070,childrens
6327,6953,1887,childrens
6328,23831,424,poetry
6334,11743,5338,fiction
6419,20939,959,mystery
6420,20939,1088,mystery
6422,20939,2201,mystery
6423,20939,2065,mystery
6424,20939,1941,mystery
6425,20939,1874,mystery
6426,20939,375,mystery
6427,20939,2669,mystery
6440,7457,2865,classics
6462,14552,876,history
6514,7457,1423,classics
6520,11743,209,fiction
6526,20939,468,mystery
6528,20939,487,mystery
6530,30358,115,thriller
6531,20939,685,mystery
6534,20939,1654,mystery
6537,20939,193,mystery
6538,21689,633,fiction
6539,20939,1029,mystery
6541,20939,773,mystery
6551,11743,579,fiction
6554,14821,302,horror
6572,14821,171,horror
6588,20939,461,mystery
6596,21689,481,fiction
6613,6750,445,chick lit
6614,6750,477,chick lit
6628,26785,63,fantasy
6656,7457,3940,classics
6667,21689,123,fiction
6670,6953,420,childrens
6671,11743,18,fiction
6678,21689,312,fiction
6687,6953,1038,childrens
6689,6953,2460,childrens
6690,6953,631,childrens
6693,6953,1057,childrens
6694,6953,322,childrens
6697,11743,529,fiction
6708,28384,981,spirituality
6709,27095,128,self help
6748,21689,891,fiction
6749,11743,333,fiction
6750,11743,139,fiction
6751,21689,1016,fiction
6753,11743,242,fiction
6759,11743,2840,fiction
6819,11743,701,fiction
6820,11743,529,fiction
6853,20939,4193,mystery
6854,20939,2364,mystery
6858,20939,2060,mystery
6862,11743,1003,fiction
6867,14487,2962,historical fiction
6870,11743,714,fiction
6872,11743,307,fiction
6882,21689,371,fiction
6900,21689,3467,fiction
6952,11743,2474,fiction
6969,7457,16215,classics
6976,11743,1213,fiction
7035,20939,981,mystery
7036,20939,856,mystery
7039,20939,1213,mystery
7053,20939,655,mystery
7058,20939,594,mystery
7061,20939,3140,mystery
7062,31155,307,travel
7069,11743,2924,fiction
7073,11743,385,fiction
7081,26837,717,science fiction
7082,26785,523,fantasy
7126,7457,13748,classics
7144,11743,5706,fiction
7184,7457,761,classics
7186,7457,766,classics
7190,7457,7969,classics
7194,20939,665,mystery
7199,11743,285,fiction
7201,11743,262,fiction
7214,7077,736,christian
7244,14487,2272,historical fiction
7252,21689,169,fiction
7329,11305,2359,fantasy
7332,11743,2365,fiction
7354,11743,2088,fiction
7389,7778,1029,comics
7432,20939,988,mystery
7433,20939,852,mystery
7437,11743,1512,fiction
7442,21689,726,fiction
7445,21689,4738,fiction
7455,6750,574,chick lit
7493,14552,1681,history
7494,26138,649,romance
7510,20939,450,mystery
7520,30358,162,thriller
7531,21689,256,fiction
7572,11743,1001,fiction
7579,28384,137,spirituality
7588,7457,3039,classics
7603,21689,380,fiction
7604,11743,1029,fiction
7613,7457,22106,classics
7624,7457,20516,classics
7628,11743,550,fiction
7661,11743,915,fiction
7663,11743,324,fiction
7667,11743,986,fiction
7668,11743,842,fiction
7669,11743,1776,fiction
7670,26837,2175,science fiction
7672,11743,1681,fiction
7673,11743,805,fiction
7675,11743,742,fiction
7677,26837,4264,science fiction
7679,11743,484,fiction
7682,11743,524,fiction
7707,7457,84,classics
7714,7457,2163,classics
7723,7457,849,classics
7728,7457,2860,classics
7733,7457,6390,classics
7742,14487,435,historical fiction
7745,11743,1994,fiction
7748,21689,392,fiction
7763,7457,982,classics
7769,6953,526,childrens
7770,6953,1494,childrens
7779,6953,1099,childrens
7780,2938,170,art
7784,7457,551,classics
7785,6953,203,childrens
7788,6953,213,childrens
7797,6960,99,childrens
7805,11743,1080,fiction
7815,21689,1843,fiction
7869,11743,2041,fiction
7882,14487,773,historical fiction
7909,6953,234,childrens
7911,7457,206,classics
7926,14487,234,historical fiction
7967,26837,376,science fiction
7968,11305,1184,fantasy
7973,11305,1587,fantasy
7979,11305,1017,fantasy
7980,11305,387,fantasy
7981,11305,930,fantasy
7983,11305,1234,fantasy
7987,11305,782,fantasy
7993,11305,1290,fantasy
7996,11305,3690,fantasy
7998,11305,978,fantasy
7999,11305,810,fantasy
8073,6953,833,childrens
8087,11305,1629,fantasy
8088,31617,725,fantasy
8089,11305,1446,fantasy
8127,11743,3489,fiction
8155,11743,195,fiction
8172,7778,428,comics
8248,7457,704,classics
8252,6953,600,childrens
8253,7457,723,classics
8282,7457,726,classics
8296,14487,55,historical fiction
8337,7457,762,classics
8492,7116,251,fiction
8515,21689,132,fiction
8600,21689,3032,fiction
8646,11743,377,fiction
8647,26837,1162,science fiction
8648,26837,3062,science fiction
8650,11743,1679,fiction
8676,27095,177,self help
8680,11743,475,fiction
8682,11743,1095,fiction
8694,26837,3635,science fiction
8695,26837,4438,science fiction
8696,21689,768,fiction
8698,26837,3087,science fiction
8725,19733,302,memoir
8732,7457,1007,classics
8745,21689,310,fiction
8765,21689,752,fiction
8852,11743,2694,fiction
8908,14821,4558,horror
8909,7457,4362,classics
8914,14552,776,history
8921,7457,4735,classics
8948,33114,218,young adult
8949,11305,287,fantasy
8951,11305,299,fantasy
8952,11305,299,fantasy
8953,33114,359,young adult
8957,11305,440,fantasy
8960,11305,389,fantasy
8962,11305,745,fantasy
8963,33114,269,young adult
8964,7077,237,christian
8965,11305,510,fantasy
8966,11305,313,fantasy
8967,11305,354,fantasy
8968,11305,342,fantasy
9010,21689,456,fiction
9013,21689,351,fiction
9014,30358,272,thriller
9282,11743,241,fiction
9298,6750,682,chick lit
9300,6750,1071,chick lit
9301,6750,853,chick lit
9302,6750,712,chick lit
9303,6750,754,chick lit
9328,11743,2206,fiction
9355,11743,447,fiction
9370,11743,737,fiction
9375,11743,2234,fiction
9416,1659,216,fiction
9417,11743,590,fiction
9418,11743,778,fiction
9419,6750,2295,chick lit
9420,6750,1979,chick lit
9454,21689,119,fiction
9475,33114,237,young adult
9503,11743,645,fiction
9516,13561,3597,graphic novels
9517,13561,1774,graphic novels
9522,13561,301,graphic novels
9526,13561,1043,graphic novels
9530,21689,360,fiction
9531,11305,846,fantasy
9532,26837,2907,science fiction
9534,11743,645,fiction
9539,11305,7356,fantasy
9549,26837,398,science fiction
9555,11743,733,fiction
9557,11743,585,fiction
9566,11743,1150,fiction
9567,11743,448,fiction
9569,11743,59,fiction
9570,11743,599,fiction
9589,11743,718,fiction
9590,11743,1161,fiction
9592,11743,1381,fiction
9593,26837,474,science fiction
9594,7457,81,classics
9595,11743,684,fiction
9597,26837,447,science fiction
9598,11743,606,fiction
9601,11743,727,fiction
9646,14552,899,history
9648,11743,408,fiction
9650,11743,498,fiction
9654,11743,568,fiction
9712,14487,939,historical fiction
9717,11743,4149,fiction
9742,21689,1513,fiction
9762,27095,160,self help
9777,11743,3363,fiction
9784,7457,710,classics
9791,21689,4579,fiction
9799,8067,50,fiction
9804,11743,454,fiction
9809,11743,1301,fiction
9820,11743,924,fiction
9822,11305,1377,fantasy
9827,14487,533,historical fiction
9833,11743,623,fiction
9838,21689,136,fiction
9844,11743,964,fiction
9854,21773,121,nonfiction
9864,11743,361,fiction
9865,11743,341,fiction
9912,11743,642,fiction
9913,11743,404,fiction
9914,11743,250,fiction
9915,11743,1128,fiction
9943,7116,496,fiction
9957,11743,486,fiction
9998,11743,493,fiction
10006,11743,284,fiction
10009,7457,225,classics
10031,23471,138,philosophy
10033,23471,1722,philosophy
10037,23471,419,philosophy
10058,14552,747,history
10065,6953,388,childrens
10073,11743,1481,fiction
10084,11305,526,fantasy
10090,11305,463,fantasy
10092,11305,445,fantasy
10104,14552,1457,history
10105,14487,525,historical fiction
10108,14487,922,historical fiction
10115,14487,1080,historical fiction
10155,7457,934,classics
10176,21689,1739,fiction
10210,20811,482,ebooks
10222,14487,622,historical fiction
10235,21689,1195,fiction
10238,26816,451,science
10365,7457,2806,classics
10374,11743,1834,fiction
10395,21689,271,fiction
10412,21689,733,fiction
10441,11743,3737,fiction
10444,6953,367,childrens
10461,11743,215,fiction
10505,2938,384,art
10506,11305,62,fantasy
10507,11743,559,fiction
10534,21689,2954,fiction
10538,21689,971,fiction
10541,21689,598,fiction
10566,14821,1345,horror
10567,14821,3100,horror
10569,21689,4352,fiction
10572,11305,26321,fantasy
10574,20939,560,mystery
10577,14821,409,horror
10579,14821,2002,horror
10583,14821,6222,horror
10584,11743,743,fiction
10585,14821,2394,horror
10588,14821,1925,horror
10589,14821,2639,horror
10592,14821,7461,horror
10596,14821,1460,horror
10603,14821,3889,horror
10605,14821,2687,horror
10607,14821,1387,horror
10611,11305,751,fantasy
10614,14821,5668,horror
10617,14821,1030,horror
10618,14821,347,horror
10619,14821,1816,horror
10625,14821,1790,horror
10628,14821,2990,horror
10629,14821,405,horror
10639,21689,640,fiction
10669,5951,293,business
10692,11743,3160,fiction
10739,11743,870,fiction
10765,31155,185,travel
10775,7457,309,classics
10799,7457,5149,classics
10836,4605,367,biography
10847,21689,3465,fiction
10867,11743,490,fiction
10873,11743,1011,fiction
10878,21689,51,fiction
10882,21689,272,fiction
10883,4605,1335,biography
10884,4605,722,biography
10890,21689,523,fiction
10907,21689,143,fiction
10908,6750,95,chick lit
10909,11743,1068,fiction
10910,11743,471,fiction
10911,11743,526,fiction
10912,11743,505,fiction
10913,11743,801,fiction
10914,11743,388,fiction
10915,11743,791,fiction
10916,11743,1586,fiction
10917,11743,4763,fiction
10920,14487,2221,historical fiction
10929,11743,997,fiction
10956,11743,940,fiction
10959,8067,78,fiction
10964,14487,8429,historical fiction
10965,14527,411,romance
10967,14487,2731,historical fiction
10975,11743,2554,fiction
10979,7457,1073,classics
10987,14487,3807,historical fiction
10988,14487,3247,historical fiction
10990,14487,983,historical fiction
11003,20939,1683,mystery
11012,7457,2657,classics
11031,20939,342,mystery
11041,11743,460,fiction
11077,21689,431,fiction
11125,11743,3234,fiction
11127,26785,342,fantasy
11138,7077,1843,christian
11149,11743,2357,fiction
11206,14487,885,historical fiction
11208,11743,626,fiction
11229,11743,438,fiction
11275,11743,3537,fiction
11279,14821,864,horror
11286,14821,950,horror
11289,26837,1117,science fiction
11297,11743,3312,fiction
11298,11305,214,fantasy
11299,11743,176,fiction
11301,6953,448,childrens
11306,11305,774,fantasy
11312,11305,619,fantasy
11313,11305,1584,fantasy
11318,20939,188,mystery
11324,11743,312,fiction
11334,11743,1558,fiction
11337,11743,2277,fiction
11339,7457,55,classics
11346,11743,1197,fiction
11359,11743,352,fiction
11366,14552,2291,history
11376,7457,571,classics
11413,7077,556,christian
11422,25647,83,religion
11429,7116,168,fiction
11430,7116,256,fiction
11432,7116,242,fiction
11433,7116,356,fiction
11436,7116,243,fiction
11437,11743,66,fiction
11438,11743,746,fiction
11446,11743,232,fiction
11449,7457,75,classics
11466,19733,510,memoir
11472,21689,919,fiction
11486,11743,870,fiction
11507,11743,911,fiction
11525,31155,786,travel
11553,14821,490,horror
11557,14821,1228,horror
11563,14821,651,horror
11564,14821,131,horror
11566,14821,1963,horror
11570,14821,2448,horror
11573,30358,421,thriller
11574,11743,75,fiction
11580,14821,304,horror
11588,11743,3989,fiction
11590,14821,787,horror
11597,11743,774,fiction
11602,14821,1119,horror
11605,11743,77,fiction
11607,14821,923,horror
11623,21773,231,nonfiction
11650,11743,1255,fiction
11666,11743,329,fiction
11686,11743,410,fiction
11690,4605,95,biography
11691,11743,911,fiction
11711,11743,537,fiction
11713,14487,983,historical fiction
11734,11743,742,fiction
11741,11743,1310,fiction
11761,11743,915,fiction
11762,11743,1960,fiction
11768,11743,1030,fiction
11824,14487,299,historical fiction
11831,33114,413,young adult
11899,11743,2110,fiction
11901,14821,1305,horror
11908,11743,496,fiction
11915,22973,564,paranormal
11918,31617,1860,fantasy
11919,31617,740,fantasy
11922,31617,1048,fantasy
11987,23471,368,philosophy
11989,11743,2265,fiction
11991,11743,1083,fiction
12007,26837,1131,science fiction
12009,26837,690,science fiction
12013,26837,817,science fiction
12016,26837,297,science fiction
12017,11743,172,fiction
12021,11743,432,fiction
12067,11305,11127,fantasy
12073,23471,1123,philosophy
12075,23471,1282,philosophy
12083,7457,366,classics
12125,33114,87,young adult
12194,7457,736,classics
12204,23831,145,poetry
12220,7457,2889,classics
12296,26138,384,romance
12321,23471,247,philosophy
12349,11743,461,fiction
12357,21689,329,fiction
12358,21689,667,fiction
12374,11743,340,fiction
12395,11743,72,fiction
12448,11743,379,fiction
12467,11743,182,fiction
12468,21689,411,fiction
12497,11743,1078,fiction
12499,21689,188,fiction
12505,7457,2835,classics
12527,11743,127,fiction
12535,21689,239,fiction
12540,19733,432,memoir
12542,21689,230,fiction
12543,21689,2014,fiction
12555,11743,1293,fiction
12557,11743,1158,fiction
12609,21689,1423,fiction
12617,21689,563,fiction
12651,23471,1472,philosophy
12657,14487,658,historical fiction
12658,14487,884,historical fiction
12659,14487,346,historical fiction
12661,11743,313,fiction
12663,14552,13,history
12691,21689,2229,fiction
12722,11743,434,fiction
12749,7457,1299,classics
12781,11743,1728,fiction
12786,21689,502,fiction
12839,28384,101,spirituality
12857,7457,650,classics
12873,7457,7698,classics
12898,7457,3510,classics
12914,7457,3276,classics
12923,7457,868,classics
12930,33114,1750,young adult
12936,11743,1306,fiction
12938,7457,4636,classics
12948,14821,1512,horror
12957,7457,5209,classics
12967,11305,210,fantasy
12985,7457,91,classics
12996,7457,6830,classics
13006,7457,4654,classics
13020,7457,862,classics
13023,7457,6210,classics
13060,11743,383,fiction
13061,11743,251,fiction
13062,11743,242,fiction
13063,11743,253,fiction
13064,11743,252,fiction
13065,11743,204,fiction
13066,11743,363,fiction
13067,33114,260,young adult
13068,20939,211,mystery
13074,11743,249,fiction
13079,11743,588,fiction
13083,33114,748,young adult
13103,11743,661,fiction
13105,28384,98,spirituality
13128,20939,443,mystery
13130,20939,216,mystery
13131,20939,653,mystery
13132,20939,917,mystery
13133,20939,264,mystery
13134,20939,165,mystery
13136,20939,1027,mystery
13137,20939,1701,mystery
13139,33114,1157,young adult
13140,20939,636,mystery
13143,8517,205,crime
13145,20939,1563,mystery
13147,20939,318,mystery
13148,20939,1225,mystery
13151,20939,389,mystery
13152,33114,2011,young adult
13153,20939,223,mystery
13157,11743,52,fiction
13162,20939,317,mystery
13168,6953,217,childrens
13214,21689,2394,fiction
13235,7457,152,classics
13258,11743,491,fiction
13270,23471,965,philosophy
13350,11305,58,fantasy
13360,21689,109,fiction
13374,11743,414,fiction
13376,33114,1652,young adult
13440,14821,2477,horror
13451,14821,357,horror
13496,11743,7784,fiction
13497,11305,21423,fantasy
13501,11305,952,fantasy
13521,11305,199,fantasy
13529,14487,1550,historical fiction
13570,19052,2348,manga
13614,13561,188,graphic novels
13615,14821,226,horror
13616,13561,257,graphic novels
13617,19052,2258,manga
13618,19052,1668,manga
13619,19052,1803,manga
13620,19052,2126,manga
13621,19052,2033,manga
13642,11743,1472,fiction
13651,26837,2313,science fiction
13658,11305,1471,fantasy
13659,11305,1423,fantasy
13661,11305,2413,fantasy
13662,11305,4482,fantasy
13667,11305,3869,fantasy
13747,21689,1343,fiction
13809,11305,803,fantasy
13810,11305,2630,fantasy
13811,11305,1019,fantasy
13812,11305,1233,fantasy
13813,11305,2834,fantasy
13815,11305,1553,fantasy
13817,11305,1170,fantasy
13821,11305,644,fantasy
